x,xi,t,Q,f,delta f,GPD type,flavor
0.425,0.2,-0.865,2.0,0.263983,0.1022728408816827,1,NS
0.435,0.2,-0.865,2.0,0.227517,0.1,1,NS
0.445,0.2,-0.865,2.0,0.192265,0.1,1,NS
0.455,0.2,-0.865,2.0,0.158172,0.1,1,NS
0.465,0.2,-0.865,2.0,0.125204,0.1,1,NS
0.405,0.2,-1.041,2.0,0.19455,0.1,1,NS
0.415,0.2,-1.041,2.0,0.169552,0.1,1,NS
0.425,0.2,-1.041,2.0,0.145965,0.1,1,NS
0.435,0.2,-1.041,2.0,0.123618,0.1,1,NS
0.445,0.2,-1.041,2.0,0.102373,0.1,1,NS
